mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,fov_id_str,Cell Line ID,Molecule Name,Molecule Concentration,plate_barcode,parameter
0.124,0.011,0.104,0.144,0,0,2933,2851,1,1854872-U2OS-0007_WellF04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1287,1002,1,1854872-U2OS-0007_WellF04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.16,0.011,0.139,0.18,0,0,2615,2311,1,1854872-U2OS-0007_WellF04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.03,0.029,0.977,1.083,0.001,0,2881,2680,1,1854872-U2OS-0007_WellF04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.873,0.017,0.84,0.904,0,0,2228,2944,1,1854872-U2OS-0007_WellJ08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.124,0.017,0.094,0.155,0,0,2459,2838,1,1854872-U2OS-0007_WellJ08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.004,0.002,0,0.008,0,0,1359,896,1,1854872-U2OS-0007_WellJ08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.144,0.02,0.109,0.183,0,0,1671,2633,1,1854872-U2OS-0007_WellJ08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.017,0.045,0.935,1.102,0.001,0.001,2356,2750,1,1854872-U2OS-0007_WellJ08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.707,0.031,0.645,0.76,0.001,0,2978,2771,1,1854872-U2OS-0007_WellJ02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.291,0.031,0.235,0.35,0.001,0,2991,2734,1,1854872-U2OS-0007_WellJ02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.002,0,0.005,0,0,1788,1389,1,1854872-U2OS-0007_WellJ02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.153,0.013,0.129,0.178,0,0,2937,2656,1,1854872-U2OS-0007_WellJ02_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.947,0.07,0.819,1.078,0.001,0.001,3206,2428,1,1854872-U2OS-0007_WellJ02_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.897,0.012,0.876,0.92,0,0,2863,2894,1,1854872-U2OS-0007_WellH06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.102,0.012,0.08,0.124,0,0,2974,2771,1,1854872-U2OS-0007_WellH06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1220,803,1,1854872-U2OS-0007_WellH06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.178,0.017,0.148,0.209,0,0,2512,2415,1,1854872-U2OS-0007_WellH06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.122,0.034,1.061,1.186,0.001,0,3080,3007,1,1854872-U2OS-0007_WellH06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.846,0.006,0.836,0.858,0,0,2668,2814,1,1854872-U2OS-0007_WellI03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.153,0.006,0.141,0.163,0,0,2802,2694,1,1854872-U2OS-0007_WellI03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0,0.002,0,0,1567,1152,1,1854872-U2OS-0007_WellI03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.143,0.004,0.134,0.151,0,0,2249,2323,1,1854872-U2OS-0007_WellI03_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.847,0.011,0.826,0.868,0,0,2759,2794,1,1854872-U2OS-0007_WellI03_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.852,0.003,0.846,0.858,0,0,2954,2829,1,1854872-U2OS-0007_WellF11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.147,0.003,0.141,0.153,0,0,3051,2887,1,1854872-U2OS-0007_WellF11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.001,0,0,1887,2216,1,1854872-U2OS-0007_WellF11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.143,0.003,0.138,0.148,0,0,2840,2651,1,1854872-U2OS-0007_WellF11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.855,0.007,0.842,0.867,0,0,3281,2808,1,1854872-U2OS-0007_WellF11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.876,0.011,0.856,0.897,0,0,2218,2811,1,1854872-U2OS-0007_WellG12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.123,0.011,0.103,0.142,0,0,2335,2818,1,1854872-U2OS-0007_WellG12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.003,0,0,979,550,1.01,1854872-U2OS-0007_WellG12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.157,0.013,0.133,0.182,0,0,1874,2779,1,1854872-U2OS-0007_WellG12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.094,0.03,1.037,1.15,0.001,0,2397,2645,1,1854872-U2OS-0007_WellG12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.858,0.004,0.851,0.866,0,0,2856,3092,1,1854872-U2OS-0007_WellH11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.141,0.004,0.134,0.148,0,0,2944,3093,1,1854872-U2OS-0007_WellH11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,2089,1963,1,1854872-U2OS-0007_WellH11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.135,0.003,0.129,0.141,0,0,2615,2810,1,1854872-U2OS-0007_WellH11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.866,0.008,0.85,0.881,0,0,2944,2710,1,1854872-U2OS-0007_WellH11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.853,0.005,0.845,0.862,0,0,2915,2954,1,1854872-U2OS-0007_WellG07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.146,0.004,0.138,0.155,0,0,3096,2928,1,1854872-U2OS-0007_WellG07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1619,1356,1,1854872-U2OS-0007_WellG07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.136,0.004,0.129,0.143,0,0,2428,2523,1,1854872-U2OS-0007_WellG07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.882,0.01,0.863,0.901,0,0,3024,2925,1,1854872-U2OS-0007_WellG07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.916,0.007,0.903,0.93,0,0,3191,3464,1,1854872-U2OS-0007_WellE12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.083,0.007,0.07,0.096,0,0,3224,3433,1,1854872-U2OS-0007_WellE12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1297,687,1,1854872-U2OS-0007_WellE12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.163,0.011,0.143,0.185,0,0,2969,2938,1,1854872-U2OS-0007_WellE12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.131,0.023,1.089,1.174,0,0,2973,2572,1,1854872-U2OS-0007_WellE12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.788,0.031,0.729,0.846,0.001,0,2220,2687,1,1854872-U2OS-0007_WellJ02_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.205,0.03,0.151,0.262,0.001,0,2411,2937,1,1854872-U2OS-0007_WellJ02_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.007,0.004,0.001,0.014,0,0,1512,1020,1,1854872-U2OS-0007_WellJ02_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.137,0.02,0.102,0.177,0,0,1835,2468,1,1854872-U2OS-0007_WellJ02_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.872,0.067,0.752,0.995,0.001,0.001,2309,2604,1,1854872-U2OS-0007_WellJ02_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.848,0.004,0.841,0.854,0,0,2702,2630,1,1854872-U2OS-0007_WellE09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.151,0.004,0.144,0.157,0,0,2826,2652,1,1854872-U2OS-0007_WellE09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.002,0,0.001,0.002,0,0,1856,1632,1,1854872-U2OS-0007_WellE09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.139,0.003,0.134,0.144,0,0,2322,2525,1,1854872-U2OS-0007_WellE09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.878,0.008,0.864,0.892,0,0,2922,2940,1,1854872-U2OS-0007_WellE09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.869,0.006,0.858,0.88,0,0,2636,3109,1,1854872-U2OS-0007_WellJ05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.13,0.006,0.12,0.141,0,0,2681,3085,1,1854872-U2OS-0007_WellJ05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1906,1226,1,1854872-U2OS-0007_WellJ05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.156,0.005,0.146,0.166,0,0,2474,2265,1,1854872-U2OS-0007_WellJ05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.884,0.012,0.863,0.907,0,0,2657,2679,1,1854872-U2OS-0007_WellJ05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.916,0.01,0.897,0.935,0,0,2543,2865,1,1854872-U2OS-0007_WellI08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.083,0.01,0.065,0.102,0,0,2569,2801,1,1854872-U2OS-0007_WellI08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1764,1060,1,1854872-U2OS-0007_WellI08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.139,0.014,0.114,0.165,0,0,2251,2377,1,1854872-U2OS-0007_WellI08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.005,0.03,0.947,1.062,0.001,0,2561,2357,1,1854872-U2OS-0007_WellI08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.849,0.004,0.841,0.857,0,0,2892,2673,1,1854872-U2OS-0007_WellG09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.151,0.004,0.143,0.158,0,0,2953,2599,1,1854872-U2OS-0007_WellG09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1861,1681,1,1854872-U2OS-0007_WellG09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.141,0.003,0.135,0.147,0,0,2569,2419,1,1854872-U2OS-0007_WellG09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.874,0.009,0.858,0.892,0,0,2805,2743,1,1854872-U2OS-0007_WellG09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.845,0.011,0.825,0.865,0,0,2839,2793,1,1854872-U2OS-0007_WellG10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.153,0.01,0.133,0.173,0,0,2933,2760,1,1854872-U2OS-0007_WellG10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.001,0.001,0.003,0,0,1793,1447,1,1854872-U2OS-0007_WellG10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.164,0.01,0.146,0.182,0,0,2404,2417,1,1854872-U2OS-0007_WellG10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.056,0.027,1.002,1.104,0.001,0,2792,2419,1,1854872-U2OS-0007_WellG10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.854,0.006,0.843,0.864,0,0,3029,3008,1,1854872-U2OS-0007_WellI03_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.145,0.006,0.135,0.155,0,0,3142,3015,1,1854872-U2OS-0007_WellI03_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0,0.002,0,0,1955,1750,1,1854872-U2OS-0007_WellI03_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.146,0.005,0.138,0.155,0,0,2592,2716,1,1854872-U2OS-0007_WellI03_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.866,0.012,0.844,0.887,0,0,2733,2503,1,1854872-U2OS-0007_WellI03_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.685,0.289,0.185,0.856,0.144,0.11,7,27,1.54,1854872-U2OS-0007_WellF11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.298,0.261,0.143,0.749,0.13,0.099,7,23,1.54,1854872-U2OS-0007_WellF11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.017,0.028,0.001,0.066,0.014,0.011,7,28,1.53,1854872-U2OS-0007_WellF11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.24,0.166,0.138,0.553,0.082,0.063,7,11,1.59,1854872-U2OS-0007_WellF11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.784,0.15,0.488,0.883,0.074,0.057,7,11,1.6,1854872-U2OS-0007_WellF11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.861,0.005,0.851,0.871,0,0,2880,2862,1,1854872-U2OS-0007_WellJ13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.138,0.005,0.128,0.148,0,0,2948,2955,1,1854872-U2OS-0007_WellJ13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1449,974,1,1854872-U2OS-0007_WellJ13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.139,0.005,0.131,0.148,0,0,2414,2758,1,1854872-U2OS-0007_WellJ13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.967,0.014,0.942,0.993,0,0,2739,2635,1,1854872-U2OS-0007_WellJ13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.871,0.015,0.845,0.899,0,0,2996,3059,1,1854872-U2OS-0007_WellH12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.128,0.014,0.102,0.155,0,0,3113,2964,1,1854872-U2OS-0007_WellH12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.004,0,0,1426,1429,1,1854872-U2OS-0007_WellH12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.131,0.013,0.106,0.156,0,0,2724,2773,1,1854872-U2OS-0007_WellH12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
0.988,0.041,0.915,1.068,0.001,0.001,2763,2545,1,1854872-U2OS-0007_WellH12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.856,0.014,0.829,0.882,0,0,2969,3042,1,1854872-U2OS-0007_WellI04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.142,0.014,0.117,0.17,0,0,3019,3112,1,1854872-U2OS-0007_WellI04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.003,0,0,1724,1246,1,1854872-U2OS-0007_WellI04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.183,0.015,0.156,0.211,0,0,2486,2446,1,1854872-U2OS-0007_WellI04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.08,0.037,1.008,1.146,0.001,0.001,2670,2904,1,1854872-U2OS-0007_WellI04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.883,0.005,0.874,0.894,0,0,2400,2943,1,1854872-U2OS-0007_WellH05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.116,0.005,0.106,0.126,0,0,2442,2966,1,1854872-U2OS-0007_WellH05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0,0,0,0,0,0,1207,1260,1,1854872-U2OS-0007_WellH05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.146,0.005,0.136,0.155,0,0,2137,2454,1,1854872-U2OS-0007_WellH05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.875,0.012,0.855,0.897,0,0,2648,2395,1,1854872-U2OS-0007_WellH05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.836,0.005,0.826,0.846,0,0,2550,2649,1,1854872-U2OS-0007_WellG03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.163,0.005,0.154,0.173,0,0,2649,2778,1,1854872-U2OS-0007_WellG03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1419,1351,1,1854872-U2OS-0007_WellG03_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.128,0.003,0.122,0.135,0,0,2005,2218,1,1854872-U2OS-0007_WellG03_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.844,0.011,0.823,0.865,0,0,2638,2629,1,1854872-U2OS-0007_WellG03_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.85,0.003,0.843,0.856,0,0,2967,3344,1,1854872-U2OS-0007_WellE07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.149,0.003,0.143,0.156,0,0,3050,3305,1,1854872-U2OS-0007_WellE07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,2176,1819,1,1854872-U2OS-0007_WellE07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.143,0.003,0.138,0.148,0,0,2558,2615,1,1854872-U2OS-0007_WellE07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.871,0.007,0.858,0.885,0,0,3036,2899,1,1854872-U2OS-0007_WellE07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.843,0.005,0.833,0.853,0,0,2449,2609,1,1854872-U2OS-0007_WellJ09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.156,0.005,0.146,0.165,0,0,2527,2570,1,1854872-U2OS-0007_WellJ09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.002,0,0,1633,1829,1,1854872-U2OS-0007_WellJ09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.147,0.004,0.139,0.155,0,0,2183,2311,1,1854872-U2OS-0007_WellJ09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.863,0.011,0.842,0.882,0,0,2840,2488,1,1854872-U2OS-0007_WellJ09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.883,0.011,0.863,0.902,0,0,2676,3116,1,1854872-U2OS-0007_WellG08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.117,0.01,0.098,0.136,0,0,2905,3113,1,1854872-U2OS-0007_WellG08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,932,871,1,1854872-U2OS-0007_WellG08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.166,0.013,0.144,0.19,0,0,2011,2521,1,1854872-U2OS-0007_WellG08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.054,0.028,1.005,1.11,0.001,0,2596,2570,1,1854872-U2OS-0007_WellG08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.892,0.009,0.877,0.908,0,0,3036,3409,1,1854872-U2OS-0007_WellF06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.107,0.008,0.092,0.123,0,0,3048,3479,1,1854872-U2OS-0007_WellF06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1549,1349,1,1854872-U2OS-0007_WellF06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.153,0.01,0.134,0.171,0,0,2878,2636,1,1854872-U2OS-0007_WellF06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.052,0.025,1.008,1.099,0,0,3005,2644,1,1854872-U2OS-0007_WellF06_Point00,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.867,0.004,0.859,0.875,0,0,2869,2774,1,1854872-U2OS-0007_WellH09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.132,0.004,0.125,0.141,0,0,2959,2754,1,1854872-U2OS-0007_WellH09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1298,929,1,1854872-U2OS-0007_WellH09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.137,0.004,0.13,0.144,0,0,2590,2581,1,1854872-U2OS-0007_WellH09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.884,0.01,0.866,0.902,0,0,2856,2814,1,1854872-U2OS-0007_WellH09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.841,0.004,0.833,0.849,0,0,3104,3265,1,1854872-U2OS-0007_WellF05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.158,0.004,0.15,0.166,0,0,3224,3237,1,1854872-U2OS-0007_WellF05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1880,1650,1,1854872-U2OS-0007_WellF05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.14,0.003,0.134,0.146,0,0,2629,2800,1,1854872-U2OS-0007_WellF05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.867,0.009,0.85,0.885,0,0,2839,2528,1,1854872-U2OS-0007_WellF05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.887,0.011,0.867,0.905,0,0,2696,3182,1,1854872-U2OS-0007_WellF10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.112,0.01,0.093,0.131,0,0,2892,3183,1,1854872-U2OS-0007_WellF10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.001,0,0.003,0,0,1690,1330,1,1854872-U2OS-0007_WellF10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.16,0.013,0.136,0.186,0,0,2164,2544,1,1854872-U2OS-0007_WellF10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.082,0.029,1.029,1.139,0.001,0,2817,2665,1,1854872-U2OS-0007_WellF10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.866,0.005,0.857,0.874,0,0,2803,2823,1,1854872-U2OS-0007_WellH09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.133,0.005,0.125,0.142,0,0,2954,3002,1,1854872-U2OS-0007_WellH09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1849,1715,1,1854872-U2OS-0007_WellH09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.147,0.004,0.14,0.155,0,0,2517,2924,1,1854872-U2OS-0007_WellH09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.882,0.01,0.865,0.9,0,0,2743,2465,1,1854872-U2OS-0007_WellH09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.906,0.009,0.89,0.923,0,0,2755,3030,1,1854872-U2OS-0007_WellH08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.093,0.009,0.077,0.11,0,0,2825,3164,1,1854872-U2OS-0007_WellH08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.003,0,0,1682,1089,1,1854872-U2OS-0007_WellH08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.151,0.012,0.128,0.173,0,0,2356,2577,1,1854872-U2OS-0007_WellH08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.067,0.026,1.022,1.12,0,0,3020,2811,1,1854872-U2OS-0007_WellH08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.756,0.024,0.71,0.801,0,0,2532,2736,1,1854872-U2OS-0007_WellE02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.241,0.024,0.198,0.286,0,0,2668,2815,1,1854872-U2OS-0007_WellE02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.003,0.002,0,0.007,0,0,1446,1267,1,1854872-U2OS-0007_WellE02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.127,0.012,0.104,0.149,0,0,2175,2550,1,1854872-U2OS-0007_WellE02_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.885,0.056,0.78,0.988,0.001,0.001,2583,2397,1,1854872-U2OS-0007_WellE02_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.855,0.005,0.847,0.864,0,0,2909,2883,1,1854872-U2OS-0007_WellJ09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.144,0.004,0.136,0.152,0,0,2992,2896,1,1854872-U2OS-0007_WellJ09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
